Entry Id,Sport,Date,Title,SalaryCap,Score,Opp Score,Position,Entries,Opponent,Entry ($),Winnings ($),Link
S39033295,mlb,2014/08/30,MLB Head-to-head (Late),$35k,38.66,20.91,1,2,kyle4778,2,3.60,https://www.fanduel.com/entry/DALGEFZXC,
S39033296,mlb,2014/08/30,MLB Head-to-head (Late),$35k,38.66,17.5,1,2,scarpo,2,3.60,https://www.fanduel.com/entry/CZXIRONZG,
S39033297,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,18.75,1,2,mrhaha,2,3.60,https://www.fanduel.com/entry/CZJLEXCBK,
S39033298,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,19.5,1,2,bluelinestauber35,2,3.60,https://www.fanduel.com/entry/DCOWCXVOM,
S39033300,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,29.5,1,2,foosha,5,9.00,https://www.fanduel.com/entry/DCAYQGJQQ,
S39033301,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,32.16,1,2,daragh_quinn,5,9.00,https://www.fanduel.com/entry/DBNBDOXSU,
S39033302,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,27,1,2,sportswiseguy,5,9.00,https://www.fanduel.com/entry/CWRXTNUME,
S39033303,mlb,2014/08/30,MLB Head-to-head (Late),$35k,38.66,32.66,1,2,wazvito,5,9.00,https://www.fanduel.com/entry/CWEAGWIOI,
S39033304,mlb,2014/08/30,MLB Head-to-head (Late),$35k,38.66,26,1,2,miz_stl,5,9.00,https://www.fanduel.com/entry/CVQCUEWQM,
S39033289,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,19.75,1,2,coachcski,1,1.80,https://www.fanduel.com/entry/DDQRCGTKE,
S39033290,mlb,2014/08/30,MLB Head-to-head (Late),$35k,37.25,43.25,2,2,mteezshirts,1,0,https://www.fanduel.com/entry/DHJZMYYVC,
S39033291,mlb,2014/08/30,MLB Head-to-head (Late),$35k,35.50,27.5,1,2,jimmer_time,1,1.80,https://www.fanduel.com/entry/DGWCAHMXG,
S39033292,mlb,2014/08/30,MLB Head-to-head (Late),$35k,35.50,30.75,1,2,jojo14,1,1.80,https://www.fanduel.com/entry/DGIENQAZK,
S39033236,mlb,2014/08/30,$1500 Sat MLB Single,$35k,37.25,,12,335,Tournament,5,27.50,https://www.fanduel.com/entry/EKGTVFSIU,
S39033232,mlb,2014/08/30,$900 Sat MLB Quintuple Up - 5X ($5),$35k,19.75,,152,201,Tournament,5,0,https://www.fanduel.com/entry/EIDDWNWRK,
S39033222,mlb,2014/08/30,$750 Sat MLB Triple Up ($5),$35k,35.50,,21,167,Tournament,5,15.00,https://www.fanduel.com/entry/ENMETGLVW,
S39033213,mlb,2014/08/30,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,37.25,,52,781,Tournament,5,10.00,https://www.fanduel.com/entry/AXXCMELEQ,
S39033206,mlb,2014/08/30,$1K Sat MLB Double Up ($5),$35k,37.25,,11,223,Tournament,5,10.00,https://www.fanduel.com/entry/AXJEZMZGU,
S39033203,mlb,2014/08/30,$1K Sat MLB Double Up ($5),$35k,37.25,,11,223,Tournament,5,10.00,https://www.fanduel.com/entry/BDGDIXAJC,
S39033197,mlb,2014/08/30,$1K Sat MLB Double Up ($5),$35k,35.50,,19,223,Tournament,5,10.00,https://www.fanduel.com/entry/BGLOGXTWE,
S39033189,mlb,2014/08/30,$1K Sat MLB Double Up ($5),$35k,38.66,,7,223,Tournament,5,10.00,https://www.fanduel.com/entry/ACMYZICMU,
S39033183,mlb,2014/08/30,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,37.25,,52,781,Tournament,5,10.00,https://www.fanduel.com/entry/ABLDZZERC,
S39033182,mlb,2014/08/30,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,37.25,,52,781,Tournament,5,10.00,https://www.fanduel.com/entry/ABZBMQQOY,
S39033178,mlb,2014/08/30,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,35.50,,66,781,Tournament,5,10.00,https://www.fanduel.com/entry/AIJXISDPC,
S39033175,mlb,2014/08/30,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,38.66,,36,781,Tournament,5,10.00,https://www.fanduel.com/entry/AFSJXIVZW,
S39033177,mlb,2014/08/30,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,37.25,,52,781,Tournament,5,10.00,https://www.fanduel.com/entry/AEQOXZYEE,
S39033170,mlb,2014/08/30,$20K Sat MLB Squeeze,$35k,38.66,,385,11052,Tournament,2,5.00,https://www.fanduel.com/entry/AMRDGBUXW,
S39033166,mlb,2014/08/30,$20K Sat MLB Squeeze,$35k,35.50,,750,11052,Tournament,2,5.00,https://www.fanduel.com/entry/AKNNHJZGM,
S39033167,mlb,2014/08/30,$20K Sat MLB Squeeze,$35k,37.25,,512,11052,Tournament,2,5.00,https://www.fanduel.com/entry/AJZPUSNIQ,
S39033164,mlb,2014/08/30,$20K Sat MLB Squeeze,$35k,29.75,,2363,11052,Tournament,2,0,https://www.fanduel.com/entry/APWOECOKY,
S39033165,mlb,2014/08/30,$20K Sat MLB Squeeze,$35k,21.25,,7165,11052,Tournament,2,0,https://www.fanduel.com/entry/APIQRLCNC,
S39033162,mlb,2014/08/30,$20K Sat MLB Squeeze,$35k,19.75,,8016,11052,Tournament,2,0,https://www.fanduel.com/entry/ANFASTGVS,
S39033092,mlb,2014/08/30,$2K Sat MLB Bunt,$35k,37.25,,93,2234,Tournament,1,5.00,https://www.fanduel.com/entry/DKPKLKXEA,
S39013471,mlb,2014/08/30,$1K Sat MLB Double Up ($5_ Early Only),$35k,33.33,,25,136,Tournament,5,10.00,https://www.fanduel.com/entry/ABLEGDNJO,
S39011577,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,15.83,1,2,triggerb22,5,9.00,https://www.fanduel.com/entry/DMFDEXEDO,
S39011567,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,28.75,1,2,tbrew84,1,1.80,https://www.fanduel.com/entry/DRAGOYHKE,
S39011569,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,29.75,1,2,tedmack,1,1.80,https://www.fanduel.com/entry/DQMJCGVMI,
S39011570,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,31.75,1,2,lasvegasblvd,1,1.80,https://www.fanduel.com/entry/DTRUAHOZK,
S39011572,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,41.83,2,2,rudyvval,2,0,https://www.fanduel.com/entry/DTDWNQDBO,
S39011573,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,34.75,2,2,ccanine,2,0,https://www.fanduel.com/entry/DSPZAYRDS,
S39011574,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,17.91,1,2,milkshakes,2,3.60,https://www.fanduel.com/entry/DNUVQXNXC,
S39011575,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,28.75,1,2,badmotherfucker1,5,9.00,https://www.fanduel.com/entry/DNGYEGBZG,
S39011576,mlb,2014/08/30,MLB Head-to-head (Early Only),$35k,32.83,34,2,2,sgreen2308,5,0,https://www.fanduel.com/entry/DMTAROQBK,
S39009955,mlb,2014/08/30,$1K Sat MLB Double Up ($5_ Early Only),$35k,33.33,,21,140,Tournament,5,10.00,https://www.fanduel.com/entry/ECGGAMPQI,
S39009949,mlb,2014/08/30,$1K Sat MLB Double Up ($5_ Early Only),$35k,32.83,,45,194,Tournament,5,10.00,https://www.fanduel.com/entry/EFLQYNJDK,
S39009939,mlb,2014/08/30,$12K Sat MLB Squeeze (Early Only),$35k,32.83,,1752,6704,Tournament,2,0,https://www.fanduel.com/entry/EKURVFYHW,
S39009936,mlb,2014/08/30,$12K Sat MLB Squeeze (Early Only),$35k,32.83,,1752,6704,Tournament,2,0,https://www.fanduel.com/entry/EIDEJWQSQ,
S39009930,mlb,2014/08/30,$12K Sat MLB Squeeze (Early Only),$35k,38,,743,6704,Tournament,2,0,https://www.fanduel.com/entry/EPPVFHBOM,
S39009924,mlb,2014/08/30,$12K Sat MLB Squeeze (Early Only),$35k,29.66,,2619,6704,Tournament,2,0,https://www.fanduel.com/entry/AUDUOGCAM,
S39009890,mlb,2014/08/30,$12K Sat MLB Squeeze (Early Only),$35k,29.08,,2762,6704,Tournament,2,0,https://www.fanduel.com/entry/AECRYCINC,
S38828448,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,37.5,1,2,hissarlik40,2,3.60,https://www.fanduel.com/entry/EHBJBUHDN,
S38828449,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,30,1,2,a_new_reign,2,3.60,https://www.fanduel.com/entry/EGNLPCVFR,
S38828450,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,36.75,1,2,ababygirl,2,3.60,https://www.fanduel.com/entry/EFZOCLJHV,
S38828451,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,29.25,1,2,ababygirl,2,3.60,https://www.fanduel.com/entry/EFLQPTXJZ,
S38828452,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,36.5,1,2,ababygirl,2,3.60,https://www.fanduel.com/entry/EACPTBIFN,
S38828454,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,37.75,1,2,notorious,5,9.00,https://www.fanduel.com/entry/DZOSGJWHR,
S38828455,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,36.75,1,2,sportswiseguy,5,9.00,https://www.fanduel.com/entry/DZAUTSKJV,
S38828456,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,35.33,1,2,dustydusky,5,9.00,https://www.fanduel.com/entry/ECUDEKPUT,
S38828457,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,25,1,2,gilbergmax,5,9.00,https://www.fanduel.com/entry/ECGFRTDWX,
S38828458,mlb,2014/08/28,MLB Head-to-head (Late),$35k,38.75,31.5,1,2,sparty11,5,9.00,https://www.fanduel.com/entry/EBEKSKGBF,
S38828424,mlb,2014/08/28,$25K Thu MLB Squeeze,$35k,38.75,,3628,12947,Tournament,2,0,https://www.fanduel.com/entry/AVFPFKLXF,
S38828421,mlb,2014/08/28,$25K Thu MLB Squeeze,$35k,29.75,,8276,12947,Tournament,2,0,https://www.fanduel.com/entry/ASOBUBEHZ,
S38828416,mlb,2014/08/28,$25K Thu MLB Squeeze,$35k,44.50,,1479,12947,Tournament,2,5.00,https://www.fanduel.com/entry/AZMVCUDFZ,
S38828396,mlb,2014/08/28,$1K Thu MLB Double Up ($5),$35k,29.75,,149,204,Tournament,5,0,https://www.fanduel.com/entry/BFXQYVQGD,
S38828387,mlb,2014/08/28,$1K Thu MLB Double Up ($5),$35k,38.75,,72,223,Tournament,5,10.00,https://www.fanduel.com/entry/AGUFBHCDJ,
S38828148,mlb,2014/08/28,$3K Thu MLB Bunt,$35k,38.75,,736,2862,Tournament,1,0,https://www.fanduel.com/entry/BBQLBIFYT,
S38737108,mlb,2014/08/27,$9K Wed MLB Squeeze (Late Night),$35k,25.75,,4294,5028,Tournament,2,0,https://www.fanduel.com/entry/DDQRVQDFC,
S38736955,mlb,2014/08/27,$9K Wed MLB Squeeze (Late Night),$35k,51.75,,264,5028,Tournament,2,5.00,https://www.fanduel.com/entry/CIULVHNMM,
S38736553,mlb,2014/08/27,$9K Wed MLB Squeeze (Late Night),$35k,44.25,,1010,5028,Tournament,2,0,https://www.fanduel.com/entry/EAQNQEZGA,
S38720256,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,47.58,1,2,matthew52697,2,3.60,https://www.fanduel.com/entry/DNUWHGPVC,
S38720258,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,38,1,2,shadowrican,2,3.60,https://www.fanduel.com/entry/DNGYUPDXG,
S38720259,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,60.75,2,2,rumble55,2,0,https://www.fanduel.com/entry/DMTBHXRZK,
S38720260,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,20.41,1,2,adub1278,2,3.60,https://www.fanduel.com/entry/DMFDVGGBO,
S38720262,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,35.25,1,2,todayslocks,2,3.60,https://www.fanduel.com/entry/DPKOTGZOQ,
S38720263,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,23,1,2,huzrfan,5,9.00,https://www.fanduel.com/entry/DOWRGPNQU,
S38720264,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,37.75,1,2,wazvito,5,9.00,https://www.fanduel.com/entry/DOITTYBSY,
S38720265,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,29,1,2,sportswiseguy,5,9.00,https://www.fanduel.com/entry/DJNQJWYMI,
S38720266,mlb,2014/08/27,MLB Head-to-head (Late),$35k,35.33,50.83,2,2,drw219,5,0,https://www.fanduel.com/entry/DIZSXFMOM,
S38720267,mlb,2014/08/27,MLB Head-to-head (Late),$35k,41.25,39,1,2,cheezitx,5,9.00,https://www.fanduel.com/entry/DHXXXWOSU,
S38720253,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,11,1,2,gg2second,1,1.80,https://www.fanduel.com/entry/DUFSDICVG,
S38720254,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,34.5,1,2,ababygirl,1,1.80,https://www.fanduel.com/entry/DTRUQQQXK,
S38720255,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,14.25,1,2,ababygirl,1,1.80,https://www.fanduel.com/entry/DTDXDZEZO,
S38720251,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,20.66,1,2,chrisg196,1,1.80,https://www.fanduel.com/entry/DRAHFHJIE,
S38720252,mlb,2014/08/27,MLB Head-to-head (Late),$35k,50.25,34.5,1,2,rogspects,1,1.80,https://www.fanduel.com/entry/DQMJSPXKI,
S38720178,mlb,2014/08/27,$2K Wed MLB Single,$35k,50.25,,27,376,Tournament,5,20.00,https://www.fanduel.com/entry/FEBFUHVGY,
S38720171,mlb,2014/08/27,$1K Wed MLB Quintuple Up - 5X ($5),$35k,50.25,,15,223,Tournament,5,25.00,https://www.fanduel.com/entry/DZOTAARZS,
S38720107,mlb,2014/08/27,$900 Wed MLB Triple Up ($5),$35k,50.25,,20,201,Tournament,5,15.00,https://www.fanduel.com/entry/AAXHKYYYQ,
S38720095,mlb,2014/08/27,$1K Wed MLB Double Up ($5),$35k,50.25,,21,219,Tournament,5,10.00,https://www.fanduel.com/entry/ALPJEKDHO,
S38720073,mlb,2014/08/27,$1K Wed MLB Double Up ($5),$35k,50.25,,23,223,Tournament,5,10.00,https://www.fanduel.com/entry/CBHVETWVO,
S38720067,mlb,2014/08/27,$1K Wed MLB Double Up ($5),$35k,41.25,,88,223,Tournament,5,10.00,https://www.fanduel.com/entry/CENGCUQIQ,
S38720059,mlb,2014/08/27,$1K Wed MLB Double Up ($5),$35k,35.33,,132,223,Tournament,5,0,https://www.fanduel.com/entry/CIUMAEHRK,
S38720055,mlb,2014/08/27,$1K Wed MLB Double Up ($5),$35k,50.25,,29,223,Tournament,5,10.00,https://www.fanduel.com/entry/CPFHWFURO,
S38720035,mlb,2014/08/27,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,50.25,,79,781,Tournament,5,10.00,https://www.fanduel.com/entry/BNKINHYZO,
S38720029,mlb,2014/08/27,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,41.25,,295,781,Tournament,5,10.00,https://www.fanduel.com/entry/BUWZISJVK,
S38720026,mlb,2014/08/27,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,35.33,,507,781,Tournament,5,0,https://www.fanduel.com/entry/BSFLXJCGE,
S38720022,mlb,2014/08/27,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,50.25,,79,781,Tournament,5,10.00,https://www.fanduel.com/entry/BYQHTKPGI,
S38720017,mlb,2014/08/27,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,35.33,,507,781,Tournament,5,0,https://www.fanduel.com/entry/BXAPHKFMU,
S38720020,mlb,2014/08/27,$3500 Wed MLB Multi-Entry Double Up ($5),$35k,50.25,,79,781,Tournament,5,10.00,https://www.fanduel.com/entry/BVKWVJVTG,
S38720010,mlb,2014/08/27,$3K Wed MLB Bunt,$35k,50.25,,132,3343,Tournament,1,5.00,https://www.fanduel.com/entry/DIZSXBTPW,
S38719999,mlb,2014/08/27,$30K Wed MLB Squeeze,$35k,50.25,,582,15610,Tournament,2,6.00,https://www.fanduel.com/entry/DTDXDVMAY,
S38719994,mlb,2014/08/27,$30K Wed MLB Squeeze,$35k,41.25,,3078,15610,Tournament,2,0,https://www.fanduel.com/entry/DROERVCHK,
S38719993,mlb,2014/08/27,$30K Wed MLB Squeeze,$35k,35.33,,6038,15610,Tournament,2,0,https://www.fanduel.com/entry/DSCCEMOFG,
S38719989,mlb,2014/08/27,$30K Wed MLB Squeeze,$35k,19.08,,13279,15610,Tournament,2,0,https://www.fanduel.com/entry/DYMYAOBFK,
S38719926,mlb,2014/08/27,$30K Wed MLB Squeeze,$35k,50.25,,582,15610,Tournament,2,6.00,https://www.fanduel.com/entry/FGEVSVXZS,
S38530622,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,33.5,2,2,dagoof56,1,0,https://www.fanduel.com/entry/CLZWUEQRJ,
S38530623,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,13.25,1,2,myager1,1,1.80,https://www.fanduel.com/entry/CLLZHNETN,
S38530624,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,13.75,1,2,ms_sweets,1,1.80,https://www.fanduel.com/entry/CKYBUVSVR,
S38530625,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,21.5,2,2,hawk37,1,0,https://www.fanduel.com/entry/CKKEIEGXV,
S38530626,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,34,2,2,teach1946,2,0,https://www.fanduel.com/entry/CFPAYDDRF,
S38530627,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,23.58,2,2,urda2,2,0,https://www.fanduel.com/entry/CFBDLLRTJ,
S38530628,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,23.75,2,2,tzor,2,0,https://www.fanduel.com/entry/CENFYUFVN,
S38530629,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,11.16,1,2,slambamm,2,3.60,https://www.fanduel.com/entry/CDZIMCTXR,
S38530630,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,35.75,2,2,foosha,2,0,https://www.fanduel.com/entry/CHETKDNKT,
S38530631,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,47.75,2,2,cedsimon88,5,0,https://www.fanduel.com/entry/CGQVXMBMX,
S38530633,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,17.75,1,2,duke1966,5,9.00,https://www.fanduel.com/entry/CGCYKUPPB,
S38530634,mlb,2014/08/25,MLB Head-to-head,$35k,28.75,23.75,1,2,crash24,5,9.00,https://www.fanduel.com/entry/CBHVATMIL,
S38530635,mlb,2014/08/25,MLB Head-to-head,$35k,15.50,33.66,2,2,throatpounder,5,0,https://www.fanduel.com/entry/CATXOCAKP,
S38530636,mlb,2014/08/25,MLB Head-to-head,$35k,15.50,29.75,2,2,wazvito,5,0,https://www.fanduel.com/entry/CAGABKOMT,
S38530621,mlb,2014/08/25,MLB Head-to-head,$35k,20.25,31,2,2,pilot3,1,0,https://www.fanduel.com/entry/CIGOJMLGL,
S38528607,mlb,2014/08/25,$2K Mon MLB Single,$35k,20.25,,320,447,Tournament,5,0,https://www.fanduel.com/entry/AMDGOFAHF,
S38528603,mlb,2014/08/25,$1K Mon MLB Quintuple Up - 5X ($5),$35k,20.25,,162,223,Tournament,5,0,https://www.fanduel.com/entry/AJZQPNEPV,
S38528598,mlb,2014/08/25,$900 Mon MLB Triple Up ($5),$35k,20.25,,130,201,Tournament,5,0,https://www.fanduel.com/entry/AQYJYGDNV,
S38528590,mlb,2014/08/25,$2500 Mon MLB Bunt,$35k,20.25,,1985,2790,Tournament,1,0,https://www.fanduel.com/entry/CDLLAPDOT,
S38528547,mlb,2014/08/25,$1K Mon MLB Double Up ($5),$35k,20.25,,145,223,Tournament,5,0,https://www.fanduel.com/entry/BNYFXCVZF,
S38528539,mlb,2014/08/25,$1K Mon MLB Double Up ($5),$35k,20.25,,144,223,Tournament,5,0,https://www.fanduel.com/entry/BSFLUMNHZ,
S38528536,mlb,2014/08/25,$1K Mon MLB Double Up ($5),$35k,28.75,,89,223,Tournament,5,10.00,https://www.fanduel.com/entry/BYCKDWOKH,
S38528532,mlb,2014/08/25,$1K Mon MLB Double Up ($5),$35k,28.75,,81,223,Tournament,5,10.00,https://www.fanduel.com/entry/BVYUFESSX,
S38528526,mlb,2014/08/25,$1K Mon MLB Double Up ($5),$35k,28.75,,83,223,Tournament,5,10.00,https://www.fanduel.com/entry/DLRGFOMGX,
S38528473,mlb,2014/08/25,$5K Mon MLB Multi-Entry Double Up ($5),$35k,20.25,,714,1115,Tournament,5,0,https://www.fanduel.com/entry/DFUHWELEP,
S38528470,mlb,2014/08/25,$5K Mon MLB Multi-Entry Double Up ($5),$35k,15.50,,853,1115,Tournament,5,0,https://www.fanduel.com/entry/DHKAIEUYD,
S38528468,mlb,2014/08/25,$5K Mon MLB Multi-Entry Double Up ($5),$35k,20.25,,714,1115,Tournament,5,0,https://www.fanduel.com/entry/DEEPKEBLB,
S38528466,mlb,2014/08/25,$5K Mon MLB Multi-Entry Double Up ($5),$35k,15.50,,853,1115,Tournament,5,0,https://www.fanduel.com/entry/DFGKJMZGT,
S38528464,mlb,2014/08/25,$5K Mon MLB Multi-Entry Double Up ($5),$35k,15.50,,853,1115,Tournament,5,0,https://www.fanduel.com/entry/ESVGLEXDJ,
S38528461,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,20.25,,9650,13967,Tournament,2,0,https://www.fanduel.com/entry/EQDSZVPOD,
S38528458,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,15.50,,11578,13967,Tournament,2,0,https://www.fanduel.com/entry/ERTLLVZHR,
S38528454,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,28.75,,5555,13967,Tournament,2,0,https://www.fanduel.com/entry/EYEHHXMHV,
S38528448,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,30,,4962,13967,Tournament,2,0,https://www.fanduel.com/entry/FBJSFYFUX,
S38528443,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,19,,10227,13967,Tournament,2,0,https://www.fanduel.com/entry/EZTZTXWBJ,
S38528441,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,34,,3215,13967,Tournament,2,0,https://www.fanduel.com/entry/FFDAQQLFV,
S38528439,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,46.50,,564,13967,Tournament,2,5.00,https://www.fanduel.com/entry/FGEVPZJBN,
S38528437,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,44.25,,805,13967,Tournament,2,5.00,https://www.fanduel.com/entry/FCZKRYPOL,
S38528435,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,46,,607,13967,Tournament,2,5.00,https://www.fanduel.com/entry/FEBFRHNKD,
S38528423,mlb,2014/08/25,$25K Mon MLB Squeeze,$35k,34.25,,3108,13967,Tournament,2,0,https://www.fanduel.com/entry/EGNMFTJAX,
S38475311,mlb,2014/08/24,$18K Sun MLB Strikeout (Late Afternoon),$35k,51.50,,248,804,Tournament,25,0,https://www.fanduel.com/entry/BLUPWDJEI,
S38475287,mlb,2014/08/24,$500 Sun MLB Double Up ($5_ Late Afternoon),$35k,51.50,,29,112,Tournament,5,10.00,https://www.fanduel.com/entry/BYQHOGJEQ,
S38387671,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,27.5,1,2,babyj27,1,1.80,https://www.fanduel.com/entry/DHKASFVFP,
S38387672,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,35,2,2,boocheeks83,1,0,https://www.fanduel.com/entry/DGWDFOJHT,
S38387673,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,33,2,2,tcchildz,1,0,https://www.fanduel.com/entry/DGIFSWXJX,
S38387674,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,9.5,1,2,blake11,2,3.60,https://www.fanduel.com/entry/DFUIGFLMB,
S38387675,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,20.08,1,2,wojcima,2,3.60,https://www.fanduel.com/entry/DAZEWEIFL,
S38387676,mlb,2014/08/23,MLB Head-to-head (Late),$35k,37.75,26,1,2,stackdiesel,2,3.60,https://www.fanduel.com/entry/DALHJMWHP,
S38387677,mlb,2014/08/23,MLB Head-to-head (Late),$35k,37.75,25.75,1,2,deejayjuan,2,3.60,https://www.fanduel.com/entry/CZXJWVKJT,
S38387678,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,24.33,1,2,boakley99,2,3.60,https://www.fanduel.com/entry/CZJMKDYLX,
S38387679,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,23.25,1,2,ctownhammer,5,9.00,https://www.fanduel.com/entry/DDCUUWDWV,
S38387680,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,20.5,1,2,clutchtime,5,9.00,https://www.fanduel.com/entry/DCOXIERYZ,
S38387681,mlb,2014/08/23,MLB Head-to-head (Late),$35k,37.75,35,1,2,baloo3101,5,9.00,https://www.fanduel.com/entry/DCAZVNGBD,
S38387682,mlb,2014/08/23,MLB Head-to-head (Late),$35k,37.75,28.33,1,2,tobedetermined,5,9.00,https://www.fanduel.com/entry/DBNCIVUDH,
S38387683,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,19.75,1,2,marriedtothebigsexy,5,9.00,https://www.fanduel.com/entry/CWRYYUQWR,
S38387669,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,32.25,2,2,sports1,1,0,https://www.fanduel.com/entry/DEEPUFBSN,
S38387670,mlb,2014/08/23,MLB Head-to-head (Late),$35k,31,34.25,2,2,blackspurs,1,0,https://www.fanduel.com/entry/DDQSHNPUR,
S38387586,mlb,2014/08/23,$1K Sat MLB Double Up ($5),$35k,31,,113,191,Tournament,5,0,https://www.fanduel.com/entry/BCEJOUYXX,
S38387579,mlb,2014/08/23,$1K Sat MLB Double Up ($5),$35k,31,,112,192,Tournament,5,0,https://www.fanduel.com/entry/BBQMCDNAB,
S38387574,mlb,2014/08/23,$1K Sat MLB Double Up ($5),$35k,31,,130,222,Tournament,5,0,https://www.fanduel.com/entry/BEHZNMUPH,
S38387564,mlb,2014/08/23,$1K Sat MLB Double Up ($5),$35k,37.75,,51,223,Tournament,5,10.00,https://www.fanduel.com/entry/ABLFFGBBP,
S38387559,mlb,2014/08/23,$1K Sat MLB Double Up ($5),$35k,37.75,,53,223,Tournament,5,10.00,https://www.fanduel.com/entry/AIJYNYZZP,
S38387544,mlb,2014/08/23,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,31,,471,781,Tournament,5,0,https://www.fanduel.com/entry/AQKMWAWTH,
S38387542,mlb,2014/08/23,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,31,,471,781,Tournament,5,0,https://www.fanduel.com/entry/ANFBYADGF,
S38387540,mlb,2014/08/23,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,31,,471,781,Tournament,5,0,https://www.fanduel.com/entry/AOGWXJBBX,
S38387539,mlb,2014/08/23,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,37.75,,176,781,Tournament,5,10.00,https://www.fanduel.com/entry/AOUUKAMZT,
S38387538,mlb,2014/08/23,$3500 Sat MLB Multi-Entry Double Up ($5),$35k,37.75,,176,781,Tournament,5,10.00,https://www.fanduel.com/entry/CBVSZAYYN,
